RUN	pokemonapi.PokemonApiTest	pokemonapitest	1720475957830	 	3.11.3
USER	Pokemon API Test	START	1720475965526
USER	Pokemon API Test	START	1720475965527
REQUEST		Get Pikachu	1720475965481	1720475965539	OK	 
USER	Pokemon API Test	END	1720475965543
USER	Pokemon API Test	START	1720475965543
REQUEST		Get Pikachu	1720475965516	1720475965551	OK	 
USER	Pokemon API Test	END	1720475965552
USER	Pokemon API Test	START	1720475965552
REQUEST		Get Pikachu	1720475965527	1720475965557	OK	 
USER	Pokemon API Test	END	1720475965558
USER	Pokemon API Test	START	1720475965558
REQUEST		Get Pikachu	1720475965515	1720475965565	OK	 
USER	Pokemon API Test	END	1720475965569
USER	Pokemon API Test	START	1720475965569
REQUEST		Get Pikachu	1720475965526	1720475965568	OK	 
USER	Pokemon API Test	END	1720475965572
USER	Pokemon API Test	START	1720475965572
REQUEST		Get Pikachu	1720475965512	1720475965565	OK	 
REQUEST		Get Pikachu	1720475965516	1720475965571	OK	 
USER	Pokemon API Test	END	1720475965574
USER	Pokemon API Test	END	1720475965574
USER	Pokemon API Test	START	1720475965574
USER	Pokemon API Test	START	1720475965575
REQUEST		Get Pikachu	1720475965526	1720475965579	OK	 
USER	Pokemon API Test	END	1720475965584
REQUEST		Get Pikachu	1720475965525	1720475965581	OK	 
USER	Pokemon API Test	END	1720475965586
USER	Pokemon API Test	START	1720475965586
REQUEST		Get Pikachu	1720475965515	1720475965575	OK	 
USER	Pokemon API Test	END	1720475965586
USER	Pokemon API Test	START	1720475965586
USER	Pokemon API Test	START	1720475965587
REQUEST		Get Pikachu	1720475965552	1720475965598	OK	 
USER	Pokemon API Test	END	1720475965602
USER	Pokemon API Test	START	1720475965602
REQUEST		Get Pikachu	1720475965573	1720475965610	OK	 
USER	Pokemon API Test	END	1720475965611
USER	Pokemon API Test	START	1720475965611
REQUEST		Get Pikachu	1720475965544	1720475965608	OK	 
USER	Pokemon API Test	END	1720475965612
USER	Pokemon API Test	START	1720475965612
REQUEST		Get Pikachu	1720475965569	1720475965613	OK	 
USER	Pokemon API Test	END	1720475965618
USER	Pokemon API Test	START	1720475965618
REQUEST		Get Pikachu	1720475965558	1720475965619	OK	 
USER	Pokemon API Test	END	1720475965624
USER	Pokemon API Test	START	1720475965624
REQUEST		Get Pikachu	1720475965595	1720475965628	OK	 
USER	Pokemon API Test	END	1720475965630
USER	Pokemon API Test	START	1720475965630
REQUEST		Get Pikachu	1720475965575	1720475965628	OK	 
USER	Pokemon API Test	END	1720475965631
USER	Pokemon API Test	START	1720475965631
REQUEST		Get Pikachu	1720475965586	1720475965640	OK	 
USER	Pokemon API Test	END	1720475965644
USER	Pokemon API Test	START	1720475965644
REQUEST		Get Pikachu	1720475965575	1720475965640	OK	 
USER	Pokemon API Test	END	1720475965645
USER	Pokemon API Test	START	1720475965645
REQUEST		Get Pikachu	1720475965602	1720475965654	OK	 
USER	Pokemon API Test	END	1720475965658
USER	Pokemon API Test	START	1720475965658
REQUEST		Get Pikachu	1720475965587	1720475965656	OK	 
USER	Pokemon API Test	END	1720475965660
USER	Pokemon API Test	START	1720475965660
REQUEST		Get Pikachu	1720475965625	1720475965655	OK	 
USER	Pokemon API Test	END	1720475965661
USER	Pokemon API Test	START	1720475965662
REQUEST		Get Pikachu	1720475965612	1720475965666	OK	 
USER	Pokemon API Test	END	1720475965670
USER	Pokemon API Test	START	1720475965670
REQUEST		Get Pikachu	1720475965630	1720475965671	OK	 
USER	Pokemon API Test	END	1720475965674
USER	Pokemon API Test	START	1720475965674
REQUEST		Get Pikachu	1720475965618	1720475965681	OK	 
USER	Pokemon API Test	END	1720475965686
USER	Pokemon API Test	START	1720475965686
REQUEST		Get Pikachu	1720475965658	1720475965692	OK	 
USER	Pokemon API Test	END	1720475965693
USER	Pokemon API Test	START	1720475965693
REQUEST		Get Pikachu	1720475965632	1720475965691	OK	 
REQUEST		Get Pikachu	1720475965646	1720475965693	OK	 
USER	Pokemon API Test	END	1720475965697
USER	Pokemon API Test	START	1720475965697
USER	Pokemon API Test	END	1720475965699
USER	Pokemon API Test	START	1720475965699
REQUEST		Get Pikachu	1720475965645	1720475965695	OK	 
USER	Pokemon API Test	END	1720475965700
USER	Pokemon API Test	START	1720475965700
REQUEST		Get Pikachu	1720475965661	1720475965712	OK	 
USER	Pokemon API Test	END	1720475965719
REQUEST		Get Pikachu	1720475965662	1720475965717	OK	 
USER	Pokemon API Test	END	1720475965722
USER	Pokemon API Test	START	1720475965722
USER	Pokemon API Test	START	1720475965722
REQUEST		Get Pikachu	1720475965670	1720475965726	OK	 
USER	Pokemon API Test	END	1720475965730
USER	Pokemon API Test	START	1720475965731
REQUEST		Get Pikachu	1720475965686	1720475965734	OK	 
USER	Pokemon API Test	END	1720475965734
USER	Pokemon API Test	START	1720475965734
REQUEST		Get Pikachu	1720475965693	1720475965741	OK	 
USER	Pokemon API Test	END	1720475965743
USER	Pokemon API Test	START	1720475965743
REQUEST		Get Pikachu	1720475965674	1720475965744	OK	 
USER	Pokemon API Test	END	1720475965748
USER	Pokemon API Test	START	1720475965748
REQUEST		Get Pikachu	1720475965722	1720475965752	OK	 
USER	Pokemon API Test	END	1720475965753
REQUEST		Get Pikachu	1720475965699	1720475965750	OK	 
USER	Pokemon API Test	END	1720475965754
USER	Pokemon API Test	START	1720475965754
REQUEST		Get Pikachu	1720475965701	1720475965753	OK	 
USER	Pokemon API Test	END	1720475965757
USER	Pokemon API Test	START	1720475965757
USER	Pokemon API Test	START	1720475965757
REQUEST		Get Pikachu	1720475965749	1720475965779	OK	 
USER	Pokemon API Test	END	1720475965780
USER	Pokemon API Test	START	1720475965781
REQUEST		Get Pikachu	1720475965731	1720475965776	OK	 
REQUEST		Get Pikachu	1720475965722	1720475965770	OK	 
USER	Pokemon API Test	END	1720475965781
USER	Pokemon API Test	END	1720475965781
USER	Pokemon API Test	START	1720475965781
USER	Pokemon API Test	START	1720475965782
REQUEST		Get Pikachu	1720475965735	1720475965783	OK	 
USER	Pokemon API Test	END	1720475965787
USER	Pokemon API Test	START	1720475965787
REQUEST		Get Pikachu	1720475965698	1720475965789	OK	 
USER	Pokemon API Test	END	1720475965791
USER	Pokemon API Test	START	1720475965792
REQUEST		Get Pikachu	1720475965743	1720475965792	OK	 
USER	Pokemon API Test	END	1720475965794
USER	Pokemon API Test	START	1720475965794
REQUEST		Get Pikachu	1720475965755	1720475965801	OK	 
USER	Pokemon API Test	END	1720475965805
USER	Pokemon API Test	START	1720475965805
REQUEST		Get Pikachu	1720475965758	1720475965807	OK	 
USER	Pokemon API Test	END	1720475965810
USER	Pokemon API Test	START	1720475965810
REQUEST		Get Pikachu	1720475965781	1720475965830	OK	 
USER	Pokemon API Test	END	1720475965831
REQUEST		Get Pikachu	1720475965788	1720475965831	OK	 
REQUEST		Get Pikachu	1720475965781	1720475965831	OK	 
USER	Pokemon API Test	END	1720475965835
USER	Pokemon API Test	START	1720475965835
USER	Pokemon API Test	END	1720475965835
USER	Pokemon API Test	START	1720475965835
USER	Pokemon API Test	START	1720475965835
REQUEST		Get Pikachu	1720475965805	1720475965836	OK	 
USER	Pokemon API Test	END	1720475965837
USER	Pokemon API Test	START	1720475965837
REQUEST		Get Pikachu	1720475965757	1720475965836	OK	 
USER	Pokemon API Test	END	1720475965841
USER	Pokemon API Test	START	1720475965841
REQUEST		Get Pikachu	1720475965784	1720475965839	OK	 
USER	Pokemon API Test	END	1720475965843
USER	Pokemon API Test	START	1720475965843
REQUEST		Get Pikachu	1720475965792	1720475965843	OK	 
USER	Pokemon API Test	END	1720475965847
USER	Pokemon API Test	START	1720475965848
REQUEST		Get Pikachu	1720475965810	1720475965866	OK	 
USER	Pokemon API Test	END	1720475965871
USER	Pokemon API Test	START	1720475965871
REQUEST		Get Pikachu	1720475965837	1720475965871	OK	 
USER	Pokemon API Test	END	1720475965871
USER	Pokemon API Test	START	1720475965872
REQUEST		Get Pikachu	1720475965795	1720475965880	OK	 
USER	Pokemon API Test	END	1720475965885
USER	Pokemon API Test	START	1720475965885
REQUEST		Get Pikachu	1720475965835	1720475965883	OK	 
USER	Pokemon API Test	END	1720475965887
USER	Pokemon API Test	START	1720475965887
REQUEST		Get Pikachu	1720475965835	1720475965888	OK	 
USER	Pokemon API Test	END	1720475965890
USER	Pokemon API Test	START	1720475965891
REQUEST		Get Pikachu	1720475965842	1720475965892	OK	 
USER	Pokemon API Test	END	1720475965896
USER	Pokemon API Test	START	1720475965896
REQUEST		Get Pikachu	1720475965843	1720475965898	OK	 
USER	Pokemon API Test	END	1720475965903
USER	Pokemon API Test	START	1720475965903
REQUEST		Get Pikachu	1720475965835	1720475965907	OK	 
USER	Pokemon API Test	END	1720475965915
REQUEST		Get Pikachu	1720475965848	1720475965906	OK	 
USER	Pokemon API Test	END	1720475965916
USER	Pokemon API Test	START	1720475965916
USER	Pokemon API Test	START	1720475965916
REQUEST		Get Pikachu	1720475965872	1720475965915	OK	 
USER	Pokemon API Test	END	1720475965917
USER	Pokemon API Test	START	1720475965917
REQUEST		Get Pikachu	1720475965903	1720475965935	OK	 
USER	Pokemon API Test	END	1720475965936
REQUEST		Get Pikachu	1720475965885	1720475965938	OK	 
USER	Pokemon API Test	END	1720475965942
USER	Pokemon API Test	START	1720475965942
USER	Pokemon API Test	START	1720475965942
REQUEST		Get Pikachu	1720475965891	1720475965944	OK	 
REQUEST		Get Pikachu	1720475965888	1720475965946	OK	 
USER	Pokemon API Test	END	1720475965951
USER	Pokemon API Test	END	1720475965951
USER	Pokemon API Test	START	1720475965951
REQUEST		Get Pikachu	1720475965897	1720475965943	OK	 
REQUEST		Get Pikachu	1720475965871	1720475965934	OK	 
USER	Pokemon API Test	END	1720475965951
USER	Pokemon API Test	START	1720475965952
USER	Pokemon API Test	END	1720475965952
USER	Pokemon API Test	START	1720475965952
USER	Pokemon API Test	START	1720475965952
REQUEST		Get Pikachu	1720475965612	1720475965955	OK	 
USER	Pokemon API Test	END	1720475965960
USER	Pokemon API Test	START	1720475965960
REQUEST		Get Pikachu	1720475965917	1720475965970	OK	 
REQUEST		Get Pikachu	1720475965916	1720475965975	OK	 
USER	Pokemon API Test	END	1720475965979
USER	Pokemon API Test	START	1720475965979
USER	Pokemon API Test	END	1720475965980
USER	Pokemon API Test	START	1720475965981
REQUEST		Get Pikachu	1720475965952	1720475965990	OK	 
USER	Pokemon API Test	END	1720475965990
USER	Pokemon API Test	START	1720475965991
REQUEST		Get Pikachu	1720475965942	1720475965991	OK	 
USER	Pokemon API Test	END	1720475965995
USER	Pokemon API Test	START	1720475965995
REQUEST		Get Pikachu	1720475965916	1720475965990	OK	 
USER	Pokemon API Test	END	1720475965996
USER	Pokemon API Test	START	1720475965996
REQUEST		Get Pikachu	1720475965960	1720475965996	OK	 
USER	Pokemon API Test	END	1720475965997
USER	Pokemon API Test	START	1720475965997
REQUEST		Get Pikachu	1720475965951	1720475966004	OK	 
USER	Pokemon API Test	END	1720475966010
REQUEST		Get Pikachu	1720475965952	1720475966002	OK	 
USER	Pokemon API Test	END	1720475966012
USER	Pokemon API Test	START	1720475966012
REQUEST		Get Pikachu	1720475965952	1720475966004	OK	 
USER	Pokemon API Test	END	1720475966012
USER	Pokemon API Test	START	1720475966012
USER	Pokemon API Test	START	1720475966013
REQUEST		Get Pikachu	1720475965953	1720475966018	OK	 
USER	Pokemon API Test	END	1720475966021
USER	Pokemon API Test	START	1720475966021
REQUEST		Get Pikachu	1720475965996	1720475966025	OK	 
USER	Pokemon API Test	END	1720475966026
USER	Pokemon API Test	START	1720475966026
REQUEST		Get Pikachu	1720475965981	1720475966027	OK	 
USER	Pokemon API Test	END	1720475966030
USER	Pokemon API Test	START	1720475966030
REQUEST		Get Pikachu	1720475965980	1720475966036	OK	 
USER	Pokemon API Test	END	1720475966040
USER	Pokemon API Test	START	1720475966040
REQUEST		Get Pikachu	1720475965995	1720475966050	OK	 
USER	Pokemon API Test	END	1720475966054
USER	Pokemon API Test	START	1720475966054
REQUEST		Get Pikachu	1720475965998	1720475966059	OK	 
USER	Pokemon API Test	END	1720475966063
USER	Pokemon API Test	START	1720475966063
REQUEST		Get Pikachu	1720475966021	1720475966068	OK	 
USER	Pokemon API Test	END	1720475966069
REQUEST		Get Pikachu	1720475966012	1720475966064	OK	 
USER	Pokemon API Test	END	1720475966070
USER	Pokemon API Test	START	1720475966070
REQUEST		Get Pikachu	1720475966013	1720475966068	OK	 
USER	Pokemon API Test	END	1720475966073
USER	Pokemon API Test	START	1720475966073
REQUEST		Get Pikachu	1720475966012	1720475966063	OK	 
USER	Pokemon API Test	END	1720475966075
USER	Pokemon API Test	START	1720475966075
USER	Pokemon API Test	START	1720475966076
REQUEST		Get Pikachu	1720475966026	1720475966083	OK	 
USER	Pokemon API Test	END	1720475966088
USER	Pokemon API Test	START	1720475966088
REQUEST		Get Pikachu	1720475966040	1720475966090	OK	 
USER	Pokemon API Test	END	1720475966094
USER	Pokemon API Test	START	1720475966095
REQUEST		Get Pikachu	1720475966063	1720475966096	OK	 
USER	Pokemon API Test	END	1720475966097
USER	Pokemon API Test	START	1720475966097
REQUEST		Get Pikachu	1720475966030	1720475966101	OK	 
USER	Pokemon API Test	END	1720475966104
USER	Pokemon API Test	START	1720475966104
REQUEST		Get Pikachu	1720475966055	1720475966108	OK	 
USER	Pokemon API Test	END	1720475966113
USER	Pokemon API Test	START	1720475966113
REQUEST		Get Pikachu	1720475966075	1720475966118	OK	 
USER	Pokemon API Test	END	1720475966122
USER	Pokemon API Test	START	1720475966122
REQUEST		Get Pikachu	1720475966088	1720475966124	OK	 
USER	Pokemon API Test	END	1720475966125
REQUEST		Get Pikachu	1720475966073	1720475966122	OK	 
USER	Pokemon API Test	END	1720475966127
USER	Pokemon API Test	START	1720475966127
REQUEST		Get Pikachu	1720475966076	1720475966124	OK	 
USER	Pokemon API Test	END	1720475966128
USER	Pokemon API Test	START	1720475966128
USER	Pokemon API Test	START	1720475966128
REQUEST		Get Pikachu	1720475966070	1720475966127	OK	 
USER	Pokemon API Test	END	1720475966130
USER	Pokemon API Test	START	1720475966130
REQUEST		Get Pikachu	1720475966097	1720475966145	OK	 
USER	Pokemon API Test	END	1720475966149
USER	Pokemon API Test	START	1720475966149
REQUEST		Get Pikachu	1720475965991	1720475966150	OK	 
USER	Pokemon API Test	END	1720475966153
USER	Pokemon API Test	START	1720475966153
REQUEST		Get Pikachu	1720475966104	1720475966154	OK	 
USER	Pokemon API Test	END	1720475966157
USER	Pokemon API Test	START	1720475966157
REQUEST		Get Pikachu	1720475966095	1720475966157	OK	 
USER	Pokemon API Test	END	1720475966160
USER	Pokemon API Test	START	1720475966161
REQUEST		Get Pikachu	1720475966123	1720475966162	OK	 
USER	Pokemon API Test	END	1720475966163
USER	Pokemon API Test	START	1720475966163
REQUEST		Get Pikachu	1720475966114	1720475966161	OK	 
USER	Pokemon API Test	END	1720475966168
USER	Pokemon API Test	START	1720475966168
REQUEST		Get Pikachu	1720475966128	1720475966171	OK	 
USER	Pokemon API Test	END	1720475966176
USER	Pokemon API Test	START	1720475966176
REQUEST		Get Pikachu	1720475966128	1720475966179	OK	 
USER	Pokemon API Test	END	1720475966183
REQUEST		Get Pikachu	1720475966130	1720475966181	OK	 
USER	Pokemon API Test	END	1720475966184
USER	Pokemon API Test	START	1720475966184
USER	Pokemon API Test	START	1720475966185
REQUEST		Get Pikachu	1720475966149	1720475966193	OK	 
USER	Pokemon API Test	END	1720475966194
USER	Pokemon API Test	START	1720475966194
REQUEST		Get Pikachu	1720475966168	1720475966200	OK	 
USER	Pokemon API Test	END	1720475966201
USER	Pokemon API Test	START	1720475966202
REQUEST		Get Pikachu	1720475966127	1720475966199	OK	 
REQUEST		Get Pikachu	1720475966153	1720475966200	OK	 
USER	Pokemon API Test	END	1720475966204
USER	Pokemon API Test	START	1720475966204
USER	Pokemon API Test	END	1720475966205
USER	Pokemon API Test	START	1720475966205
REQUEST		Get Pikachu	1720475966157	1720475966212	OK	 
USER	Pokemon API Test	END	1720475966218
USER	Pokemon API Test	START	1720475966218
REQUEST		Get Pikachu	1720475966161	1720475966214	OK	 
USER	Pokemon API Test	END	1720475966220
USER	Pokemon API Test	START	1720475966220
REQUEST		Get Pikachu	1720475966163	1720475966217	OK	 
USER	Pokemon API Test	END	1720475966224
USER	Pokemon API Test	START	1720475966227
REQUEST		Get Pikachu	1720475966185	1720475966226	OK	 
USER	Pokemon API Test	END	1720475966230
USER	Pokemon API Test	START	1720475966230
REQUEST		Get Pikachu	1720475966176	1720475966228	OK	 
USER	Pokemon API Test	END	1720475966233
USER	Pokemon API Test	START	1720475966234
REQUEST		Get Pikachu	1720475966203	1720475966239	OK	 
USER	Pokemon API Test	END	1720475966240
USER	Pokemon API Test	START	1720475966240
REQUEST		Get Pikachu	1720475966185	1720475966238	OK	 
USER	Pokemon API Test	END	1720475966242
USER	Pokemon API Test	START	1720475966242
REQUEST		Get Pikachu	1720475966194	1720475966245	OK	 
USER	Pokemon API Test	END	1720475966249
USER	Pokemon API Test	START	1720475966249
REQUEST		Get Pikachu	1720475966205	1720475966254	OK	 
USER	Pokemon API Test	END	1720475966258
USER	Pokemon API Test	START	1720475966258
REQUEST		Get Pikachu	1720475966205	1720475966255	OK	 
USER	Pokemon API Test	END	1720475966259
USER	Pokemon API Test	START	1720475966259
REQUEST		Get Pikachu	1720475966227	1720475966261	OK	 
USER	Pokemon API Test	END	1720475966262
USER	Pokemon API Test	START	1720475966262
REQUEST		Get Pikachu	1720475966218	1720475966269	OK	 
USER	Pokemon API Test	END	1720475966280
USER	Pokemon API Test	START	1720475966281
REQUEST		Get Pikachu	1720475966220	1720475966275	OK	 
USER	Pokemon API Test	END	1720475966282
USER	Pokemon API Test	START	1720475966282
REQUEST		Get Pikachu	1720475966231	1720475966285	OK	 
USER	Pokemon API Test	END	1720475966289
REQUEST		Get Pikachu	1720475966243	1720475966290	OK	 
USER	Pokemon API Test	END	1720475966294
REQUEST		Get Pikachu	1720475966234	1720475966290	OK	 
USER	Pokemon API Test	END	1720475966294
USER	Pokemon API Test	START	1720475966294
REQUEST		Get Pikachu	1720475966249	1720475966288	OK	 
USER	Pokemon API Test	END	1720475966296
USER	Pokemon API Test	START	1720475966296
USER	Pokemon API Test	START	1720475966296
REQUEST		Get Pikachu	1720475966241	1720475966296	OK	 
USER	Pokemon API Test	END	1720475966302
USER	Pokemon API Test	START	1720475966302
USER	Pokemon API Test	START	1720475966303
REQUEST		Get Pikachu	1720475966262	1720475966313	OK	 
USER	Pokemon API Test	END	1720475966319
USER	Pokemon API Test	START	1720475966319
REQUEST		Get Pikachu	1720475966258	1720475966317	OK	 
USER	Pokemon API Test	END	1720475966321
USER	Pokemon API Test	START	1720475966321
REQUEST		Get Pikachu	1720475966282	1720475966323	OK	 
USER	Pokemon API Test	END	1720475966324
USER	Pokemon API Test	START	1720475966324
REQUEST		Get Pikachu	1720475966260	1720475966320	OK	 
USER	Pokemon API Test	END	1720475966324
USER	Pokemon API Test	START	1720475966324
